timestamp,open,high,low,close,volume,vwap,transactions,otc
1717200000000,67498.1,67890.0,67371.28,67719.29,2453.8330691899255,67659.7886,167543,
1717286400000,67717.2,68444.0,67260.0,67735.52,3849.759698749966,67837.2387,180700,
1717372800000,67731.14,70295.78,67568.0,68791.0,14723.958852528283,69164.4341,368062,
1717459200000,68800.0,71108.9,68542.37,70542.32,21220.116937563525,70132.8586,417567,
1717545600000,70558.7,71804.13,70356.49,71121.11,13144.144468488717,71104.6182,387983,
1717632000000,71116.3,71651.0,70093.98,70773.64,9799.946710421866,70997.481,321355,
1717718400000,70752.1,71974.04,68298.55,69394.0,18017.677623827018,70253.7138,477279,
1717804800000,69317.1,69618.0,69126.22,69304.05,3361.942778500353,69370.2121,193752,
1717891200000,69291.5,69848.94,69101.0,69649.9,2732.338929500212,69523.0865,163066,
1717977600000,69649.9,70187.53,69141.51,69497.73,7800.330256482236,69630.5247,266440,
1718064000000,69522.2,69558.7,66018.69,67316.53,21178.763949751163,67339.8748,573310,
1718150400000,67330.0,70037.0,66883.32,68248.6,20072.119167737404,68667.2719,536799,
1718236800000,68248.59,68474.49,66200.0,66756.5,13688.22604530725,67212.5178,457648,
1718323200000,66776.0,67370.0,65005.0,66004.39,14036.651848974416,66106.6314,429427,
1718409600000,65992.1,66442.0,65794.7,66192.0,2596.392308640016,66165.259,194286,
1718496000000,66198.1,66947.0,65999.0,66628.75,2936.762575739947,66515.0692,171969,
1718582400000,66630.0,67302.0,65050.0,66481.81,16345.443449501932,66232.9346,382537,
1718668800000,66487.7,66623.0,64010.01,65152.8,19988.966579363736,65041.9006,572516,
1718755200000,65169.7,65820.0,64635.48,64943.79,6315.240569602347,65155.7053,303055,
1718841600000,64949.1,66585.0,64500.0,64840.88,11796.052707424084,65309.6755,374516,
1718928000000,64833.3,65196.0,63300.93,64087.9,12112.126403724447,63991.2,414117,
1719014400000,64088.0,64613.0,63910.01,64235.01,3181.7524686099146,64316.0119,174672,
1719100800000,64253.0,64618.0,63125.75,63171.43,3176.9550407601346,63991.5764,192996,
1719187200000,63169.36,63461.0,58414.28,60263.0,28056.30550254586,60892.3847,762779,
1719273600000,60297.1,62470.0,60217.36,61789.71,18289.52464370195,61432.0707,450097,
1719360000000,61794.1,62558.0,60656.8,60815.1,13088.536382955564,61298.9751,391066,
1719446400000,60815.2,62499.0,60546.94,61615.39,12724.378121728556,61436.7825,361101,
1719532800000,61617.1,62295.0,59868.0,60313.35,13141.524940790041,60958.8833,409739,
1719619200000,60319.6,61352.0,60273.8,60860.0,4492.243227451966,60868.3111,219048,
1719705600000,60860.0,63131.0,60611.01,62668.26,5696.332467431378,61746.0853,269092,
1719792000000,62680.4,63911.0,62448.46,62830.13,14426.163916093907,63163.0605,394680,
1719878400000,62830.94,63331.0,61000.0,62040.22,12224.288178081297,62304.5316,342946,
1719964800000,62020.0,62386.0,59332.76,60145.01,14682.34715963025,60369.7867,474547,
1720051200000,60146.6,60550.0,56709.73,57042.14,23071.22674860309,58033.4411,656002,
1720137600000,57031.4,57615.0,53219.0,56639.43,35152.88896839365,55649.8024,859610,
1720224000000,56650.1,58538.0,56020.32,58244.75,8930.475579201466,57180.5703,342352,
1720310400000,58234.9,58563.0,55717.23,55854.09,7225.658438742464,57230.6403,302969,
1720396800000,55845.4,58350.0,54278.93,56699.3,23020.714850126384,56154.845,663440,
1720483200000,56699.3,58422.0,56276.37,58047.86,14464.901770290473,57512.0201,464244,
1720569600000,58001.6,59606.0,57154.1,57712.59,14095.296974441448,58152.8965,467148,
1720656000000,57742.1,59654.0,57036.41,57340.77,14326.025154958345,58138.0227,502430,
1720742400000,57350.0,58653.0,56538.33,57909.03,12770.950487011007,57616.6817,476998,
1720828800000,57911.5,60063.0,57770.92,59224.58,5857.246038272242,58742.1635,244190,
1720915200000,59224.58,61535.0,59209.2,60808.42,8695.192284601419,60222.3499,295236,
1721001600000,60810.0,65014.0,60666.59,64757.16,24915.285135138758,63075.5059,641830,
1721088000000,64764.3,65488.0,62410.33,65088.99,18695.642293493634,64234.3077,625283,
1721174400000,65077.1,66180.0,63853.1,64085.81,13094.35626413802,64937.3232,631346,
1721260800000,64120.1,65200.0,63222.6,63982.86,9745.05126899299,64112.9901,423590,
1721347200000,63960.7,67504.22,63289.15,66707.61,18233.872945320993,65790.1313,601035,
1721433600000,66708.9,67694.0,66271.0,67163.83,5976.406493971239,66943.8464,352916,
1721520000000,67166.1,68479.0,65820.18,68181.28,8257.183857072176,67303.6606,442513,
1721606400000,68137.2,68560.0,66569.42,67558.22,13916.336665492538,67626.6658,541369,
1721692800000,67595.2,67906.0,65444.3,65939.24,13878.06752197512,66409.2504,577380,
1721779200000,65900.8,67241.0,65090.61,65366.4,9997.394193752847,66096.4642,464929,
1721865600000,65503.0,66241.0,63412.46,65795.42,13300.934734938068,64560.3474,609851,
1721952000000,65794.2,68333.0,65705.6,67924.08,12395.841364782367,67346.2391,578071,
1722038400000,67914.7,69529.0,66624.3,67899.41,14034.384472971135,68124.6997,572278,
1722124800000,67912.9,68443.0,67021.8,68244.3,4645.989473308362,67815.6151,537696,
1722211200000,68250.0,70162.0,66400.01,66771.45,17576.558153538645,68332.3065,915778,
1722297600000,66755.4,67179.0,65283.68,66169.68,11131.772096735582,66209.1662,486836,
1722384000000,66175.1,66947.0,64500.0,64609.62,11041.132536383207,65850.7194,481921,
1722470400000,64638.1,65720.0,62212.81,65288.18,19436.30784717,63765.9942,691516,
1722556800000,65462.0,65668.0,61150.0,61418.06,19180.852730612307,63432.3295,714338,
1722643200000,61410.0,62260.0,59819.13,60674.93,11400.965616023303,60946.3767,473600,
1722729600000,60688.6,61213.0,57123.0,58130.95,12979.357049018508,59162.9744,543365,
1722816000000,58103.1,58344.0,49050.01,54029.12,76954.21833159344,53020.4394,2131923,
1722902400000,54037.9,57207.0,53965.57,56048.08,21200.509671329637,55962.3967,767877,
1722988800000,56048.07,57833.0,54556.5,55148.1,17584.489229751955,56158.613,688524,
1723075200000,55144.14,62770.0,54737.32,61705.58,25703.084427459315,58930.1864,746627,
1723161600000,61704.05,61809.0,59552.46,60862.13,15441.16129496134,60622.9991,554071,
1723248000000,60859.9,61535.0,60255.61,60935.02,4072.180394310697,60796.9749,285877,
1723334400000,60951.8,61916.0,58312.63,58722.49,7229.82173128255,59910.8266,353069,
1723420800000,58816.0,60764.0,57653.31,59358.78,14679.667887531443,59123.0231,608892,
1723507200000,59359.5,61635.0,58402.01,60603.19,14090.427734036131,60113.6468,512345,
1723593600000,60600.1,61898.0,58453.56,58690.62,16068.132437005446,60003.8133,513468,
1723680000000,58693.7,59909.0,56117.7,57543.61,17870.155616311316,58254.0495,614306,
1723766400000,57543.57,59905.0,57096.56,58888.99,13998.514233815686,58598.1231,479806,
1723852800000,58895.6,59800.0,58803.45,59497.49,3375.598654760669,59302.6687,225594,
1723939200000,59473.4,60313.0,58422.0,58466.5,5635.251630860595,59660.1994,258763,
1724025600000,58466.5,59700.0,57820.0,59452.67,10140.854179935173,58675.2668,380930,
1724112000000,59493.7,61472.0,58571.96,59017.59,14259.3192599301,60015.6116,509760,
1724198400000,59017.59,61898.0,58793.89,61163.28,16511.424216527652,60311.97,456808,
1724284800000,61179.8,61467.0,59750.0,60383.29,11537.926427695276,60674.45,426178,
1724371200000,60391.1,65074.0,60343.2,64087.4,21733.658387375428,62505.0701,628447,
1724457600000,64087.5,64609.0,63564.22,64179.63,6231.75926651095,64096.0641,306040,
1724544000000,64176.1,65200.0,63793.74,64251.93,4954.719307530248,64282.0876,238206,
1724630400000,64288.1,64579.0,62806.8,62966.0,12256.332805385944,63576.8642,372800,
1724716800000,62851.1,63307.0,58009.6,59439.64,17668.880767997412,61143.1985,534411,
1724803200000,59458.0,60330.0,57851.62,59045.88,12730.966862985191,59182.1953,542368,
1724889600000,59025.6,61290.0,58717.4,59385.5,13390.994139785862,60005.8027,478625,
1724976000000,59385.5,60102.0,57700.0,59112.77,12801.433110229189,58866.0364,491248,
1725062400000,59110.0,59622.0,58736.9,58968.37,2737.2740956604825,59144.5901,245342,
1725148800000,58968.37,59236.0,57200.0,57299.0,7421.114477814753,58117.7048,358182,
1725235200000,57318.5,59588.0,57119.01,59139.83,6932.6479858029015,58278.8385,291108,
1725321600000,59305.0,59976.0,57394.49,57468.84,10681.679466690335,58209.4995,325061,
1725408000000,57482.4,58632.0,55555.0,57971.0,18103.70367437131,57156.1194,500872,
1725494400000,57970.1,58451.0,55601.5,56156.82,16459.691040708483,56658.0437,441328,
1725580800000,56163.9,57123.0,52530.0,53950.01,24644.355583965902,54653.1227,664279,
1725667200000,53948.3,55084.0,53733.1,54156.33,5599.344510441847,54293.2412,287982,
1725753600000,54146.5,55448.0,53623.95,54881.11,5724.479945091327,54439.3713,274505,
1725840000000,54856.9,58180.0,54565.56,57053.9,13946.304867186069,56050.795,450409,
1725926400000,57062.7,58136.0,56377.76,57645.59,7933.797438274136,57172.4231,380266,
1726012800000,57630.0,58104.0,55534.41,57352.79,14972.725579153224,56837.3009,510221,
1726099200000,57350.7,58652.0,57311.15,58137.54,12364.569928487168,58015.0248,436424,
1726185600000,58133.4,60730.0,57630.01,60581.0,16073.041587312584,59227.3379,554721,
1726272000000,60581.1,60713.0,59436.8,60012.35,4487.5209804009355,60072.5518,244528,
1726358400000,60000.2,60525.0,58679.1,59135.1,5717.9070826305,59808.1723,277575,
1726444800000,59135.1,59336.0,57477.0,58208.75,9667.841780258583,58189.2906,382910,
1726531200000,58209.76,61373.41,57619.9,60317.2,15177.336311951896,60032.5554,445136,
1726617600000,60317.1,61875.0,59164.6,61853.0,14828.24056214259,60321.589,474230,
1726704000000,61853.0,63950.0,61569.16,62960.14,18538.10556177919,62832.5107,579391,
1726790400000,62922.2,64200.0,62340.0,63210.69,13348.426928740102,63205.1592,494549,
1726876800000,63210.3,63614.0,62755.0,63362.74,3930.2605826512345,63131.6906,218878,
1726963200000,63376.1,64093.0,62380.55,63577.66,5689.961209742116,63059.5485,248565,
1727049600000,63615.2,64842.0,62566.28,63338.87,10142.376606534242,63596.8469,372795,
1727136000000,63338.85,64775.0,62689.15,64272.93,11178.598893869284,63631.2534,457297,
1727222400000,64272.93,64888.0,62917.4,63130.89,7774.562229972608,63690.8662,359778,
1727308800000,63139.2,65888.0,62652.99,65177.21,16007.952402671694,64755.9523,496597,
1727395200000,65179.3,66587.0,64827.85,65789.0,11747.786235480728,65778.4561,392339,
1727481600000,65788.8,66410.0,65400.0,65858.99,3289.4598000003825,65773.3913,193506,
1727568000000,65862.7,66193.0,65433.29,65600.01,3350.2092215804673,65740.3601,168231,
1727654400000,65600.01,65759.0,62833.95,63301.25,13459.538343779934,63973.0907,412696,
1727740800000,63305.52,64217.0,60150.89,60790.0,19449.702597201,62260.412,552553,
1727827200000,60819.1,62480.0,59969.2,60631.37,11132.966936820514,61100.3948,443180,
1727913600000,60643.9,61600.0,59824.87,60744.99,9986.416405131686,60619.3339,466839,
1728000000000,60739.7,62575.0,60451.6,62090.71,9925.186048371039,61657.8825,411097,
1728086400000,62081.0,62437.0,61686.34,62051.29,2565.1495883702632,62044.2793,244416,
1728172800000,62051.29,63033.0,61805.85,62810.86,2866.6550394504666,62449.0285,215377,
1728259200000,62809.4,64514.0,62113.28,62200.28,13062.161552063157,63428.9312,405318,
1728345600000,62203.82,63248.0,61824.48,62122.02,8436.892346120168,62394.6086,358191,
1728432000000,62120.6,62587.0,60255.0,60578.28,9442.73723277974,61460.8012,374085,
1728518400000,60558.0,61364.0,58863.9,60279.53,12779.14307784773,60086.0608,452835,
1728604800000,60275.9,63455.0,60029.98,62518.75,13819.150361003303,62042.8639,473970,
1728691200000,62502.5,63590.0,62464.15,63187.47,4907.547548191801,63029.4183,268063,
1728777600000,63184.9,63406.0,62029.9,62845.3,3655.923671630552,62665.7685,207220,
1728864000000,62834.9,66555.0,62426.67,66065.65,16820.133341747965,65211.6922,548137,
1728950400000,66065.64,67944.76,64686.1,67056.6,21695.15322099572,66374.4976,597258,
1729036800000,67056.0,68399.0,66743.0,67608.44,15605.5610760083,67633.9658,510993,
1729123200000,67654.0,67962.0,66629.97,67402.33,9872.01222976347,67181.6405,421502,
1729209600000,67399.86,69000.62,67149.24,68426.11,14198.50045931749,68343.4305,468506,
1729296000000,68440.2,68689.29,68005.83,68363.73,2451.2068643895236,68296.3393,189264,
1729382400000,68375.0,69402.0,68083.18,69014.86,3637.4799384711355,68677.9839,233494,
1729468800000,69010.5,69586.0,66802.0,67346.15,13050.65699498158,67843.2378,460991,
1729555200000,67385.1,67824.0,66535.0,67387.6,10325.276966412528,67258.8486,371252,
1729641600000,67384.2,67436.0,65149.51,66601.11,11070.982528251207,66257.3382,417445,
1729728000000,66630.5,68846.0,66445.32,68156.84,12174.307437480269,67674.9193,427692,
1729814400000,68170.1,68750.0,65500.01,66564.51,16936.899741887195,67377.5832,572475,
1729900800000,66564.51,67446.0,66331.95,67012.56,3632.082239570938,66893.0388,229445,
1729987200000,67026.1,68328.0,66836.78,67943.19,3708.1442675101575,67625.4205,206208,
1730073600000,67943.18,70287.0,67532.48,69924.5,19515.936766384508,68995.7701,538237,
1730160000000,69912.0,73624.98,69705.76,72724.35,26341.84130782161,72010.2419,742005,
1730246400000,72661.0,73060.0,71400.0,72322.91,15702.655274571865,72144.5664,464410,
1730332800000,72331.1,72684.02,69559.33,70197.83,16980.776843818523,70940.2474,499902,
1730419200000,70250.1,71653.0,68720.0,69467.29,18602.71152612601,69947.0629,545706,
1730505600000,69490.1,69939.0,69000.0,69358.94,3362.6315947103817,69447.8359,219120,
1730592000000,69300.9,69409.0,67444.0,68738.18,9845.963366352571,68382.4116,330363,
1730678400000,68806.0,69505.0,66783.77,67807.48,14583.963899543074,68081.6769,383054,
1730764800000,67787.8,70599.0,67427.53,69380.73,15645.054192283453,69400.8043,518147,
1730851200000,69382.7,76509.56,69285.82,75646.55,59140.93109737507,74142.1758,1211092,
1730937600000,75642.1,76999.0,74397.0,75920.0,26510.93498195858,75847.6565,630169,
1731024000000,75925.0,77312.18,75608.0,76566.73,21483.692621149345,76434.254,558993,
1731110400000,76550.5,76952.67,75746.0,76728.3,6165.445765991336,76434.5392,369885,
1731196800000,76728.3,81534.28,76531.0,80428.92,25779.024400859213,79423.4718,890927,
1731283200000,80423.3,89666.0,80244.0,88770.73,46215.760850806946,84746.4743,1228140,
1731369600000,88737.5,89933.0,85128.0,87932.0,9704.349455921913,87872.1744,141426,
1731456000000,88087.3,93495.0,86137.0,90493.82,52609.46607328698,90123.8761,1373358,
1731542400000,90499.4,91831.25,86621.9,87340.4,31126.086838869058,89329.299,979228,
1731628800000,87314.4,91934.62,87100.83,91058.36,25460.20292755928,89531.3291,918630,
1731715200000,91062.0,91820.73,90069.21,90555.1,8809.674540161253,91051.7586,542389,
1731801600000,90567.7,91439.82,88713.64,89886.69,8278.467943400923,90122.6098,471053,
1731888000000,89850.0,92674.8,89372.65,90520.3,22609.803894420253,91144.0111,726946,
1731974400000,90508.0,94105.84,90403.24,92435.89,24378.587069608133,92463.9788,837711,
1732060800000,92445.04,94989.99,91404.0,94364.5,25251.074753531022,93813.2097,851961,
1732147200000,94356.8,99073.53,93986.0,98439.09,38976.452135016334,97352.2527,1270570,
1732233600000,98496.0,99860.0,97010.0,99024.03,35602.45525345296,98885.3766,1079662,
1732320000000,99024.03,99044.11,97136.0,97778.77,15863.112233581627,98397.3509,763634,
1732406400000,97759.1,98607.4,95611.0,97994.1,2487.5334936000722,97319.7634,68475,
1732492800000,97994.1,98999.0,92534.93,93000.01,26633.71671573771,95776.6316,950551,
1732579200000,93000.1,95090.0,90682.58,91929.54,22822.78290204311,92662.4885,903332,
1732665600000,91914.6,97387.9,91747.46,95951.19,19721.74784966635,95249.2601,763447,
1732752000000,95946.8,96676.31,94653.6,95665.53,7054.0737434998155,95460.8541,565186,
1732838400000,95637.8,98750.0,95383.46,97490.56,16057.777683125325,97416.1675,650322,
1732924800000,97478.7,97580.0,96129.73,96465.42,4550.446674910937,96767.9423,410558,
1733011200000,96456.3,97988.0,95753.42,97263.18,5405.9278398514025,97003.6416,465123,
1733097600000,97259.17,98240.0,94400.63,95862.89,16693.701406261574,96062.1494,781901,
1733184000000,95853.3,96402.0,93565.1,95917.5,3247.9797746807,95091.0981,82841,
1733270400000,95924.85,99263.2,94634.85,98746.24,18418.685025790724,97195.7083,853606,
1733356800000,98757.1,104015.5,88800.0,97044.23,50023.83533163567,100500.6642,1712031,
1733443200000,97087.3,101995.0,96210.0,99872.9,4172.085591370947,99467.2364,92420,
1733529600000,99873.0,100530.0,98788.0,99899.9,1166.9982044599496,99821.7402,45906,
1733616000000,99900.0,101480.0,98699.7,101174.99,5703.79405483082,99993.4258,523216,
1733702400000,101170.0,101300.0,94140.9,97410.0,23995.91213758342,97885.1931,1019639,
1733788800000,97330.66,98368.0,94273.38,96660.76,23846.849455787513,96479.395,983828,
1733875200000,96655.1,101984.98,95722.79,101202.11,24703.581975062818,99970.339,885228,
1733961600000,101177.1,102595.0,99280.0,100030.47,17513.394551553047,100969.371,828486,
1734048000000,100024.75,101959.13,99220.81,101428.75,15236.315518307109,100913.6944,685948,
1734134400000,101483.1,102650.0,100550.0,101399.99,5772.686344261576,101595.1426,482588,
1734220800000,101400.1,105100.0,101210.0,104447.76,10772.75434587289,103155.8146,563537,
1734307200000,104360.0,107857.79,103220.0,106099.81,28806.39868083524,105937.2885,1062394,
1734393600000,106070.2,108388.88,105110.0,106136.99,17891.341011987042,106799.7892,829921,
1734480000000,106152.0,106528.13,99939.82,100150.73,26495.96751102518,102757.4688,1075545,
1734566400000,100166.1,102800.0,95539.67,97372.21,28638.84164025705,98895.5754,1129175,
1734652800000,97431.5,98180.0,92115.66,97765.0,28480.042703879553,95686.5187,1116944,
1734739200000,97781.8,99596.57,96359.8,97230.08,8185.23897733144,97875.8231,614987,
1734825600000,97232.7,97435.0,94182.98,95087.75,6675.580371101276,95744.3142,614795,
1734912000000,95101.9,96548.0,92360.91,94764.56,16870.811151692407,94014.2993,865983,
1734998400000,94699.4,99554.0,93426.25,98594.47,15474.436602476959,97051.9624,773221,
1735084800000,98594.47,99566.0,97557.48,99346.28,6414.658706941968,98529.0126,524971,
1735171200000,99463.0,99900.0,95083.93,95669.49,13433.205155855137,96282.7038,739017,
1735257600000,95660.9,97554.0,93234.31,94171.89,15476.711515185822,94972.7494,817735,
1735344000000,94147.6,95916.0,94002.72,95130.82,3462.8059356513204,94620.9319,446154,
1735430400000,95204.1,95559.0,92841.48,93563.35,4701.453980039659,94062.4698,449189,
1735516800000,93551.0,95135.0,91256.6,92620.71,19241.354987192357,93037.5914,743023,
1735603200000,92620.7,96400.0,91887.13,93354.22,13161.166342087732,94051.9321,666360,
1735689600000,93370.8,95287.0,92588.1,94383.59,7992.856240052233,93829.2224,448036,
1735776000000,94380.9,97887.0,94167.2,96805.2,2297.044209510333,96491.7314,70843,
1735862400000,96805.3,99028.0,96016.63,98136.51,10997.652973953225,97654.7085,583393,
1735948800000,98111.1,98781.0,97516.65,98209.85,3517.5265187003943,98005.872,405816,
1736035200000,98208.9,98889.0,97250.0,98345.33,3035.8993850199513,98046.1126,373592,
1736121600000,98306.3,102560.0,97900.0,102279.41,18260.40580569346,100963.9434,686852,
1736208000000,102300.0,102760.0,96100.0,96941.98,20002.135454377003,98584.6137,740386,
1736294400000,96932.2,97346.0,92500.0,95202.0,18447.181323905963,94934.542,773224,
1736380800000,95060.1,95479.0,91168.5,92547.44,13551.258817411219,92995.2677,703714,
1736467200000,92547.44,95930.0,92200.0,94701.18,15485.422732613695,94168.036,668297,
1736553600000,94698.9,95115.0,93804.05,94565.02,3101.286412390462,94346.7697,341259,
1736640000000,94562.1,95534.0,93652.2,94580.0,2690.4715358203007,94499.3075,340944,
1736726400000,94450.0,96069.0,89005.8,94506.45,18207.302209261008,92178.7692,802327,
1736812800000,94487.1,97451.0,94311.36,96534.96,13099.077382647709,96123.149,641031,
1736899200000,96534.97,100731.7,96400.0,100510.23,16495.116391189284,98804.0413,769282,
1736985600000,100490.0,100880.0,97277.58,99981.78,14729.88297037025,99451.1041,747554,
1737072000000,99976.7,105970.0,99937.81,104107.0,25269.05390908933,103650.7055,967623,
1737158400000,104040.0,104960.0,102200.0,104435.0,10139.987014914674,103754.026,734604,
1737244800000,104382.0,106370.0,99518.0,101211.13,18536.342341544056,103660.983,914996,
1737331200000,101217.78,109590.0,99416.27,102145.43,41376.56986812438,104763.5306,1519789,
1737417600000,102142.1,107360.0,100051.0,106159.26,23287.178917694207,104736.3935,1056421,
1737504000000,106162.8,106431.34,103100.0,103667.11,12633.461130559328,104636.0122,754260,
1737590400000,103648.6,107000.0,101200.01,103926.36,31444.027687663118,104204.7889,1185660,
1737676800000,103920.2,107200.0,102700.0,104850.27,15234.929520695625,105427.0715,777214,
1737763200000,104840.4,105294.0,104100.0,104733.56,4180.3313557907795,104686.0128,384024,
1737849600000,104705.3,105478.8,102452.24,102563.0,5848.836820460883,104066.8864,479692,
1737936000000,102565.28,103300.0,97688.7,102062.42,28684.121990921118,100419.6893,1254382,
1738022400000,102133.3,103850.0,100200.0,101299.8,11696.64776047528,102291.9865,727597,
1738108800000,101299.9,104829.64,101275.6,103747.25,13794.835831604598,102922.4173,663459,
1738195200000,103708.1,106520.0,103252.5,104742.64,15357.866388636676,105279.0392,683465,
1738281600000,104742.63,106090.0,101500.0,102411.26,15465.923377738334,103699.9561,730960,
1738368000000,102406.0,102790.0,100147.0,100623.85,4839.742174071411,101719.6208,531253,
1738454400000,100690.0,101460.0,96100.0,97676.52,15319.464714296491,98420.002,1005844,
1738540800000,97676.53,102599.85,91000.0,101460.2,40710.75853178351,96616.3777,1554957,
1738627200000,101460.15,101812.23,96127.0,97795.05,18233.379262074453,99019.9718,834134,
1738713600000,97795.06,99230.49,96161.01,96638.33,10982.969482055187,97652.4454,635882,
1738800000000,96613.4,99222.0,95674.96,96564.62,12265.558653514141,97264.9536,593399,
1738886400000,96558.5,100235.79,95614.96,96537.08,14747.801451343417,97544.0169,708772,
1738972800000,96536.93,96919.05,95656.9,96496.5,3640.139386160271,96395.4113,397835,
1739059200000,96496.5,97366.0,94730.67,96475.82,5019.332446231022,96135.877,439041,
1739145600000,96473.0,98468.0,95257.2,97444.41,8045.974646190975,97249.7404,478360,
1739232000000,97441.2,98645.0,94831.07,95774.08,10167.62024569437,96445.5203,548085,
1739318400000,95767.1,98200.0,94066.92,97862.53,12141.03258315603,96316.0224,555011,
1739404800000,97874.0,98166.0,95220.0,96625.29,8808.844366898238,96283.4989,517117,
1739491200000,96628.0,98890.11,96268.56,97509.03,9892.957746434973,97511.6178,516902,
1739577600000,97464.0,97997.85,97225.01,97596.94,2047.0435797601256,97600.9338,350040,
